import time: self [us] | cumulative | imported package
import time:       136 |        136 |                               scipy.optimize._lsq.bvls
import time:       209 |        864 |                             scipy.optimize._lsq.lsq_linear
import time:       159 |       2056 |                           scipy.optimize._lsq
import time:       336 |       2575 |                         scipy.optimize._minpack_py
import time:       191 |        191 |                         scipy.optimize._spectral
import time:      1913 |       1913 |                         scipy.optimize._nonlin
import time:       267 |       4944 |                       scipy.optimize._root
import time:       186 |        186 |                           scipy.optimize._zeros
import time:       332 |        517 |                         scipy.optimize._zeros_py
import time:       243 |        760 |                       scipy.optimize._root_scalar
import time:       146 |        146 |                       scipy.optimize._nnls
import time:       383 |        383 |                       scipy.optimize._basinhopping
import time:       203 |        203 |                             scipy.optimize._highs
import time:      1044 |       1247 |                           scipy.optimize._highs._highs_wrapper
import time:       285 |        285 |                           scipy.optimize._highs._highs_constants
import time:       256 |       1787 |                         scipy.optimize._linprog_highs
import time:       346 |        346 |                                   scipy.linalg._interpolative
import time:       320 |        665 |                                 scipy.linalg._interpolative_backend
import time:       207 |        872 |                               scipy.linalg.interpolative
import time:       232 |       1103 |                             scipy.optimize._remove_redundancy
import time:       484 |       1587 |                           scipy.optimize._linprog_util
import time:        91 |         91 |                           sksparse
import time:        74 |         74 |                             scikits
import time:        25 |         98 |                           scikits.umfpack
import time:       348 |       2122 |                         scipy.optimize._linprog_ip
import time:       178 |        178 |                         scipy.optimize._linprog_simplex
import time:       445 |        445 |                           scipy.optimize._bglu_dense
import time:       203 |        648 |                         scipy.optimize._linprog_rs
import time:       200 |        200 |                         scipy.optimize._linprog_doc
import time:       265 |       5198 |                       scipy.optimize._linprog
import time:       178 |        178 |                       scipy.optimize._lsap
import time:       397 |        397 |                       scipy.optimize._differentialevolution
import time:       270 |        270 |                         scipy.optimize._pava_pybind
import time:       151 |        420 |                       scipy.optimize._isotonic
import time:       254 |        254 |                           scipy.optimize._shgo_lib
import time:       329 |        329 |                           scipy.optimize._shgo_lib._vertex
import time:       321 |        904 |                         scipy.optimize._shgo_lib._complex
import time:       357 |       1260 |                       scipy.optimize._shgo
import time:       313 |        313 |                       scipy.optimize._dual_annealing
import time:       201 |        201 |                       scipy.optimize._qap
import time:       170 |        170 |                         scipy.optimize._direct
import time:       181 |        351 |                       scipy.optimize._direct_py
import time:       172 |        172 |                       scipy.optimize._milp
import time:       149 |        149 |                       scipy.optimize.cobyla
import time:       112 |        112 |                       scipy.optimize.lbfgsb
import time:       122 |        122 |                       scipy.optimize.linesearch
import time:       123 |        123 |                       scipy.optimize.minpack
import time:       109 |        109 |                       scipy.optimize.minpack2
import time:       117 |        117 |                       scipy.optimize.moduleTNC
import time:       118 |        118 |                       scipy.optimize.nonlin
import time:       143 |        143 |                       scipy.optimize.optimize
import time:       181 |        181 |                       scipy.optimize.slsqp
import time:       128 |        128 |                       scipy.optimize.tnc
import time:       114 |        114 |                       scipy.optimize.zeros
import time:       657 |      27159 |                     scipy.optimize
import time:        88 |         88 |                       backports_abc
import time:       540 |        628 |                     scipy.interpolate._bspl
import time:       433 |      28218 |                   scipy.interpolate._bsplines
import time:       213 |      29379 |                 scipy.interpolate._fitpack_py
import time:       273 |        273 |                 scipy.interpolate._polyint
import time:       370 |        370 |                 scipy.interpolate._ppoly
import time:       430 |        430 |                 scipy.interpolate.interpnd
import time:       777 |      31227 |               scipy.interpolate._interpolate
import time:       554 |        554 |               scipy.interpolate._fitpack2
import time:       188 |        188 |               scipy.interpolate._rbf
import time:       242 |        242 |                 scipy.interpolate._rbfinterp_pythran
import time:       249 |        491 |               scipy.interpolate._rbfinterp
import time:       375 |        375 |               scipy.interpolate._cubic
import time:       204 |        204 |               scipy.interpolate._ndgriddata
import time:       122 |        122 |               scipy.interpolate._pade
import time:       469 |        469 |                 scipy.interpolate._rgi_cython
import time:       212 |        212 |                 scipy.interpolate._ndbspline
import time:       334 |       1014 |               scipy.interpolate._rgi
import time:       146 |        146 |               scipy.interpolate.fitpack
import time:       169 |        169 |               scipy.interpolate.fitpack2
import time:       144 |        144 |               scipy.interpolate.interpolate
import time:       120 |        120 |               scipy.interpolate.ndgriddata
import time:       113 |        113 |               scipy.interpolate.polyint
import time:       112 |        112 |               scipy.interpolate.rbf
import time:       480 |      35453 |             scipy.interpolate
import time:       142 |        142 |               scipy.signal._arraytools
import time:       731 |        873 |             scipy.signal._filter_design
import time:       181 |        181 |             scipy.signal._lti_conversion
import time:       768 |      37274 |           scipy.signal._ltisys
import time:       426 |        426 |           scipy.signal._fir_filter_design
import time:       393 |        393 |           scipy.signal._sosfilt
import time:       665 |      53309 |         scipy.signal._signaltools
import time:       228 |      53537 |       scipy.signal._bsplines
import time:       171 |        171 |       scipy.signal._savitzky_golay
import time:       241 |        241 |         scipy.signal._spectral
import time:       306 |        547 |       scipy.signal._spectral_py
import time:       579 |        579 |       scipy.signal._short_time_fft
import time:       197 |        197 |       scipy.signal._wavelets
import time:       278 |        278 |           scipy.stats._warnings_errors
import time:       238 |        238 |                 scipy.stats._distr_params
import time:       547 |        547 |                     numpy._typing._add_docstring
import time:       175 |        722 |                   numpy.typing
import time:       618 |       1339 |                 scipy.integrate._quadrature
import time:       313 |        313 |                   scipy.integrate._odepack
import time:       196 |        508 |                 scipy.integrate._odepack_py
import time:       261 |        261 |                   scipy.integrate._quadpack
import time:       290 |        550 |                 scipy.integrate._quadpack_py
import time:       270 |        270 |                   scipy.integrate._vode
import time:       255 |        255 |                   scipy.integrate._dop
import time:       232 |        232 |                   scipy.integrate._lsoda
import time:       583 |       1339 |                 scipy.integrate._ode
import time:       272 |        272 |                 scipy.integrate._bvp
import time:       219 |        219 |                       scipy.integrate._ivp.common
import time:       205 |        205 |                       scipy.integrate._ivp.base
import time:       300 |        723 |                     scipy.integrate._ivp.bdf
import time:       411 |        411 |                     scipy.integrate._ivp.radau
import time:       171 |        171 |                       scipy.integrate._ivp.dop853_coefficients
import time:       363 |        533 |                     scipy.integrate._ivp.rk
import time:       204 |        204 |                     scipy.integrate._ivp.lsoda
import time:       377 |       2247 |                   scipy.integrate._ivp.ivp
import time:       167 |       2413 |                 scipy.integrate._ivp
import time:       296 |        296 |                 scipy.integrate._quad_vec
import time:       119 |        119 |                 scipy.integrate.dop
import time:       114 |        114 |                 scipy.integrate.lsoda
import time:       122 |        122 |                 scipy.integrate.vode
import time:       126 |        126 |                 scipy.integrate.odepack
import time:       113 |        113 |                 scipy.integrate.quadpack
import time:       125 |        125 |                 scipy._lib._finite_differences
import time:       140 |        140 |                 scipy.stats._constants
import time:       197 |        197 |                 scipy.stats._censored_data
import time:      2711 |      10714 |               scipy.stats._distn_infrastructure
import time:       909 |        909 |                   scipy.special.cython_special
import time:       611 |       1519 |                 scipy.stats._stats
import time:       256 |        256 |                 scipy.stats._tukeylambda_stats
import time:       255 |        255 |                 scipy.stats._ksstats
import time:       365 |        365 |                   scipy.stats._boost.beta_ufunc
import time:       257 |        257 |                   scipy.stats._boost.binom_ufunc
import time:       249 |        249 |                   scipy.stats._boost.nbinom_ufunc
import time:       239 |        239 |                   scipy.stats._boost.hypergeom_ufunc
import time:       247 |        247 |                   scipy.stats._boost.ncf_ufunc
import time:       245 |        245 |                   scipy.stats._boost.ncx2_ufunc
import time:       234 |        234 |                   scipy.stats._boost.nct_ufunc
import time:       228 |        228 |                   scipy.stats._boost.skewnorm_ufunc
import time:       245 |        245 |                   scipy.stats._boost.invgauss_ufunc
import time:       395 |       2700 |                 scipy.stats._boost
import time:     67189 |      71917 |               scipy.stats._continuous_distns
import time:       449 |        449 |                 scipy.stats._biasedurn
import time:     12000 |      12448 |               scipy.stats._discrete_distns
import time:       341 |        341 |                 scipy.stats._levy_stable.levyst
import time:      1947 |       2288 |               scipy.stats._levy_stable
import time:      1646 |       1646 |                   scipy._lib._docscrape
import time:       267 |       1912 |                 scipy.stats._axis_nan_policy
import time:      1641 |       3552 |               scipy.stats._entropy
import time:       436 |     101353 |             scipy.stats.distributions
import time:       158 |        158 |               scipy._lib._bunch
import time:       300 |        300 |                 scipy.stats._stats_pythran
import time:       886 |       1186 |               scipy.stats._stats_mstats_common
import time:      1826 |       3168 |             scipy.stats._mstats_basic
import time:       196 |        196 |               scipy.stats._common
import time:      3936 |       4132 |             scipy.stats._hypotests
import time:      3002 |       3002 |             scipy.stats._resampling
import time:       248 |        248 |             scipy.stats._binomtest
import time:     27070 |     138971 |           scipy.stats._stats_py
import time:       807 |        807 |           scipy.stats._variation
import time:       494 |        494 |             scipy.stats._ansari_swilk_statistics
import time:       308 |        308 |             scipy.stats._wilcoxon
import time:       484 |        484 |             scipy.stats._fit
import time:       589 |        589 |               scipy.stats._relative_risk
import time:       350 |        350 |               scipy.stats._crosstab
import time:       204 |        204 |               scipy.stats._odds_ratio
import time:       525 |       1666 |             scipy.stats.contingency
import time:     10173 |      13123 |           scipy.stats._morestats
import time:       476 |        476 |               scipy.stats._sobol
import time:       473 |        473 |               scipy.stats._qmc_cy
import time:       790 |       1738 |             scipy.stats._qmc
import time:      1001 |       2738 |           scipy.stats._multicomp
import time:       495 |        495 |           scipy.stats._binned_statistic
import time:       255 |        255 |             scipy.stats._mvn
import time:       278 |        533 |           scipy.stats._kde
import time:       202 |        202 |             scipy.stats._mstats_extras
import time:       190 |        392 |           scipy.stats.mstats
import time:       135 |        135 |           scipy.stats.qmc
import time:       314 |        314 |             scipy.stats._covariance
import time:       425 |        425 |               scipy.stats._rcont.rcont
import time:       156 |        581 |             scipy.stats._rcont
import time:       203 |        203 |             scipy.stats._qmvnt
import time:      3894 |       4990 |           scipy.stats._multivariate
import time:       136 |        136 |                   scipy.stats._unuran
import time:      1200 |       1335 |                 scipy.stats._unuran.unuran_wrapper
import time:       516 |       1850 |               scipy.stats._sampling
import time:       141 |       1991 |             scipy.stats.sampling
import time:       160 |       2150 |           scipy.stats._rvs_sampling
import time:       674 |        674 |           scipy.stats._page_trend_test
import time:      1582 |       1582 |           scipy.stats._mannwhitneyu
import time:       173 |        173 |           scipy.stats._bws_test
import time:      2060 |       2060 |           scipy.stats._sensitivity_analysis
import time:      1225 |       1225 |           scipy.stats._survival
import time:       154 |        154 |           scipy.stats.biasedurn
import time:       156 |        156 |           scipy.stats.kde
import time:       154 |        154 |           scipy.stats.morestats
import time:       159 |        159 |           scipy.stats.mstats_basic
import time:       135 |        135 |           scipy.stats.mstats_extras
import time:       123 |        123 |           scipy.stats.mvn
import time:       145 |        145 |           scipy.stats.stats
import time:       862 |     172202 |         scipy.stats
import time:       455 |        455 |         scipy.signal._peak_finding_utils
import time:       266 |     172921 |       scipy.signal._peak_finding
import time:       235 |        235 |       scipy.signal._czt
import time:       141 |        141 |       scipy.signal.bsplines
import time:       140 |        140 |       scipy.signal.filter_design
import time:       128 |        128 |       scipy.signal.fir_filter_design
import time:       117 |        117 |       scipy.signal.lti_conversion
import time:       123 |        123 |       scipy.signal.ltisys
import time:       126 |        126 |       scipy.signal.spectral
import time:       125 |        125 |       scipy.signal.signaltools
import time:       119 |        119 |       scipy.signal.waveforms
import time:       117 |        117 |       scipy.signal.wavelets
import time:       117 |        117 |       scipy.signal.spline
import time:       679 |     238630 |     scipy.signal
import time:       381 |        381 |         sklearn._config
import time:       295 |        295 |           sklearn.__check_build._check_build
import time:       154 |        448 |         sklearn.__check_build
import time:       115 |        115 |         sklearn._distributor_init
import time:       273 |        273 |           sklearn.exceptions
import time:       253 |        253 |                     joblib._multiprocessing_helpers
import time:       160 |        160 |                       joblib.externals
import time:       165 |        165 |                       joblib.externals.loky._base
import time:       324 |        324 |                           multiprocessing.synchronize
import time:       252 |        252 |                               multiprocessing.queues
import time:       478 |        730 |                             concurrent.futures.process
import time:       184 |        184 |                             joblib.externals.loky.backend.process
import time:       311 |       1224 |                           joblib.externals.loky.backend.context
import time:       256 |       1803 |                         joblib.externals.loky.backend
import time:        25 |       1827 |                       joblib.externals.loky.backend.context
import time:       141 |        141 |                         joblib.externals.loky.backend._posix_reduction
import time:       523 |        523 |                           joblib.externals.cloudpickle.cloudpickle
import time:       175 |        698 |                         joblib.externals.cloudpickle
import time:       257 |       1095 |                       joblib.externals.loky.backend.reduction
import time:        60 |         60 |                           faulthandler
import time:       196 |        196 |                           joblib.externals.loky.backend.queues
import time:       107 |        107 |                             psutil
import time:       169 |        276 |                           joblib.externals.loky.backend.utils
import time:       143 |        143 |                           joblib.externals.loky.initializers
import time:        85 |         85 |                           psutil
import time:       655 |       1413 |                         joblib.externals.loky.process_executor
import time:       205 |       1618 |                       joblib.externals.loky.reusable_executor
import time:       169 |        169 |                       joblib.externals.loky.cloudpickle_wrapper
import time:       334 |       5365 |                     joblib.externals.loky
import time:       216 |       5832 |                   joblib._cloudpickle_wrapper
import time:       858 |        858 |                     joblib._utils
import time:       434 |        434 |                     multiprocessing.pool
import time:       382 |        382 |                         joblib.backports
import time:       140 |        140 |                         joblib.disk
import time:       225 |        225 |                           joblib.externals.loky.backend.spawn
import time:       243 |        468 |                         joblib.externals.loky.backend.resource_tracker
import time:        84 |         84 |                             lz4
import time:       394 |        477 |                           joblib.compressor
import time:       180 |        180 |                             joblib.numpy_pickle_utils
import time:       223 |        403 |                           joblib.numpy_pickle_compat
import time:       349 |       1228 |                         joblib.numpy_pickle
import time:       364 |       2579 |                       joblib._memmapping_reducer
import time:       196 |       2775 |                     joblib.executor
import time:       246 |        246 |                     joblib.pool
import time:       556 |       4867 |                   joblib._parallel_backends
import time:       194 |        194 |                     joblib.logger
import time:       436 |        629 |                   joblib._store_backends
import time:       218 |        218 |                   joblib.hashing
import time:       325 |        325 |                     joblib.func_inspect
import time:       503 |        828 |                   joblib.memory
import time:       498 |        498 |                   joblib.parallel
import time:       280 |      13149 |                 joblib
import time:       230 |      13378 |               sklearn.utils._joblib
import time:       152 |        152 |                   sklearn.utils._bunch
import time:       695 |        847 |                 sklearn.utils._metadata_requests
import time:       172 |       1018 |               sklearn.utils.metadata_routing
import time:       265 |        265 |                             pytz.exceptions
import time:       269 |        269 |                             pytz.lazy
import time:       288 |        288 |                             pytz.tzinfo
import time:       181 |        181 |                             pytz.tzfile
import time:       783 |       1783 |                           pytz
import time:       187 |        187 |                             pandas.compat._constants
import time:       206 |        206 |                             pandas.compat.compressors
import time:       138 |        138 |                                 pandas.util
import time:      2394 |       2531 |                               pandas.util.version
import time:       287 |       2817 |                             pandas.compat.numpy
import time:       102 |        102 |                               pyarrow
import time:       244 |        345 |                             pandas.compat.pyarrow
import time:       326 |       3879 |                           pandas.compat
import time:      4246 |       4246 |                               pandas._typing
import time:       220 |        220 |                               pandas.util._exceptions
import time:       962 |       5426 |                             pandas._config.config
import time:       350 |        350 |                             pandas._config.dates
import time:       202 |        202 |                             pandas._config.display
import time:       285 |       6262 |                           pandas._config
import time:       150 |        150 |                             pandas.core
import time:      1344 |       1493 |                           pandas.core.config_init
import time:       386 |        386 |                               pandas._libs.pandas_parser
import time:       253 |        253 |                               pandas._libs.pandas_datetime
import time:       233 |        233 |                                           pandas._libs.tslibs.ccalendar
import time:       367 |        367 |                                           pandas._libs.tslibs.np_datetime
import time:      1110 |       1708 |                                         pandas._libs.tslibs.dtypes
import time:       207 |        207 |                                           pandas._libs.tslibs.base
import time:       516 |        516 |                                               pandas._libs.tslibs.nattype
import time:       256 |        256 |                                                   pandas.compat._optional
import time:       301 |        301 |                                                     zoneinfo._tzpath
import time:       192 |        192 |                                                     zoneinfo._common
import time:       273 |        273 |                                                     _zoneinfo
import time:       303 |       1067 |                                                   zoneinfo
import time:       686 |       2008 |                                                 pandas._libs.tslibs.timezones
import time:       885 |        885 |                                                   _strptime
import time:       189 |        189 |                                                   pandas._config.localization
import time:       508 |       1582 |                                                 pandas._libs.tslibs.fields
import time:      1050 |       4639 |                                               pandas._libs.tslibs.timedeltas
import time:       481 |        481 |                                               pandas._libs.tslibs.tzconversion
import time:       891 |       6525 |                                             pandas._libs.tslibs.timestamps
import time:       261 |        261 |                                             pandas._libs.properties
import time:      1595 |       8380 |                                           pandas._libs.tslibs.offsets
import time:       905 |        905 |                                             pandas._libs.tslibs.strptime
import time:       688 |       1592 |                                           pandas._libs.tslibs.parsing
import time:       637 |      10815 |                                         pandas._libs.tslibs.conversion
import time:       612 |        612 |                                         pandas._libs.tslibs.period
import time:       421 |        421 |                                         pandas._libs.tslibs.vectorized
import time:       272 |      13827 |                                       pandas._libs.tslibs
import time:        27 |      13854 |                                     pandas._libs.tslibs.nattype
import time:       233 |        233 |                                     pandas._libs.ops_dispatch
import time:       450 |      14536 |                                   pandas._libs.missing
import time:      1166 |      15702 |                                 pandas._libs.hashtable
import time:       678 |        678 |                                 pandas._libs.algos
import time:       918 |      17296 |                               pandas._libs.interval
import time:       215 |      18149 |                             pandas._libs
import time:       156 |        156 |                               pandas.core.dtypes
import time:       105 |        105 |                                 pyarrow
import time:      1855 |       1959 |                               pandas._libs.lib
import time:       620 |        620 |                               pandas.errors
import time:     76743 |      76743 |                                 pandas.core.dtypes.generic
import time:       425 |      77168 |                               pandas.core.dtypes.base
import time:       319 |        319 |                               pandas.core.dtypes.inference
import time:      1772 |      81992 |                             pandas.core.dtypes.dtypes
import time:       317 |        317 |                               pandas.core.dtypes.common
import time:       321 |        637 |                             pandas.core.dtypes.missing
import time:       302 |        302 |                               pandas.util._decorators
import time:       134 |        134 |                                   pandas.io
import time:       253 |        387 |                                 pandas.io._util
import time:       430 |        816 |                               pandas.core.dtypes.cast
import time:       168 |        168 |                                 pandas.core.dtypes.astype
import time:       195 |        362 |                               pandas.core.dtypes.concat
import time:       138 |        138 |                                 pandas.core.array_algos
import time:       328 |        328 |                                   pandas.core.common
import time:       252 |        580 |                                 pandas.core.construction
import time:       332 |       1048 |                               pandas.core.array_algos.take
import time:       239 |        239 |                                 pandas.core.indexers.utils
import time:       162 |        401 |                               pandas.core.indexers
import time:       621 |       3548 |                             pandas.core.algorithms
import time:       305 |        305 |                                 pandas.core.arrays.arrow.accessors
import time:       215 |        215 |                                   pandas.util._validators
import time:       369 |        369 |                                   pandas.core.missing
import time:       507 |        507 |                                       pandas._libs.ops
import time:       155 |        155 |                                       pandas.core.roperator
import time:       141 |        141 |                                       pandas.core.computation
import time:       217 |        217 |                                         pandas.core.computation.check
import time:       274 |        490 |                                       pandas.core.computation.expressions
import time:       128 |        128 |                                       pandas.core.ops.missing
import time:       145 |        145 |                                       pandas.core.ops.dispatch
import time:       131 |        131 |                                       pandas.core.ops.invalid
import time:       398 |       2091 |                                     pandas.core.ops.array_ops
import time:       147 |        147 |                                     pandas.core.ops.common
import time:       179 |        179 |                                     pandas.core.ops.docstrings
import time:       134 |        134 |                                     pandas.core.ops.mask_ops
import time:       213 |       2761 |                                   pandas.core.ops
import time:       389 |        389 |                                   pandas.core.arraylike
import time:       258 |        258 |                                   pandas.core.arrays._arrow_string_mixins
import time:       131 |        131 |                                   pandas.core.arrays._utils
import time:       344 |        344 |                                     pandas.compat.numpy.function
import time:       145 |        145 |                                     pandas.core.array_algos.quantile
import time:       247 |        247 |                                     pandas.core.sorting
import time:       651 |       1385 |                                   pandas.core.arrays.base
import time:       932 |        932 |                                     pandas.core.nanops
import time:       133 |        133 |                                     pandas.core.array_algos.masked_accumulations
import time:       163 |        163 |                                     pandas.core.array_algos.masked_reductions
import time:       130 |        130 |                                       pandas.core.util
import time:       395 |        395 |                                       pandas._libs.hashing
import time:       253 |        777 |                                     pandas.core.util.hashing
import time:       973 |       2976 |                                   pandas.core.arrays.masked
import time:       277 |        277 |                                     pandas._libs.arrays
import time:       303 |        303 |                                       pandas.core.arrays.numeric
import time:       250 |        553 |                                     pandas.core.arrays.floating
import time:       353 |        353 |                                     pandas.core.arrays.integer
import time:       131 |        131 |                                         pandas.core.array_algos.transforms
import time:       554 |        684 |                                       pandas.core.arrays._mixins
import time:       127 |        127 |                                         pandas.core.strings
import time:       241 |        241 |                                         pandas.core.strings.base
import time:       486 |        853 |                                       pandas.core.strings.object_array
import time:       317 |       1853 |                                     pandas.core.arrays.numpy_
import time:       145 |        145 |                                     pandas.io.formats
import time:       144 |        144 |                                       pandas.io.formats.console
import time:       923 |       1067 |                                     pandas.io.formats.printing
import time:       655 |       4901 |                                   pandas.core.arrays.string_
import time:       153 |        153 |                                     pandas.tseries
import time:       423 |        575 |                                   pandas.tseries.frequencies
import time:      1365 |      15320 |                                 pandas.core.arrays.arrow.array
import time:       227 |      15851 |                               pandas.core.arrays.arrow
import time:       257 |        257 |                               pandas.core.arrays.boolean
import time:       374 |        374 |                                 pandas.core.accessor
import time:       825 |        825 |                                 pandas.core.base
import time:       735 |       1933 |                               pandas.core.arrays.categorical
import time:       590 |        590 |                                 pandas._libs.tslib
import time:       149 |        149 |                                   pandas.core.array_algos.datetimelike_accumulations
import time:      1381 |       1529 |                                 pandas.core.arrays.datetimelike
import time:       197 |        197 |                                 pandas.core.arrays._ranges
import time:       165 |        165 |                                 pandas.tseries.offsets
import time:       636 |       3116 |                               pandas.core.arrays.datetimes
import time:       577 |        577 |                                 pandas.core.arrays.timedeltas
import time:      1483 |       2060 |                               pandas.core.arrays.interval
import time:       495 |        495 |                               pandas.core.arrays.period
import time:       516 |        516 |                                     pandas._libs.sparse
import time:       617 |       1133 |                                   pandas.core.arrays.sparse.array
import time:       378 |       1510 |                                 pandas.core.arrays.sparse.accessor
import time:       160 |       1670 |                               pandas.core.arrays.sparse
import time:       418 |        418 |                               pandas.core.arrays.string_arrow
import time:       276 |      26071 |                             pandas.core.arrays
import time:       164 |        164 |                             pandas.core.flags
import time:       478 |        478 |                                   pandas._libs.internals
import time:       151 |        151 |                                     pandas.core._numba
import time:       279 |        429 |                                   pandas.core._numba.executor
import time:       816 |       1721 |                                 pandas.core.apply
import time:       305 |        305 |                                       pandas._libs.indexing
import time:       151 |        151 |                                         pandas.core.indexes
import time:      1000 |       1000 |                                           pandas._libs.index
import time:       416 |        416 |                                           pandas._libs.writers
import time:       523 |        523 |                                           pandas._libs.join
import time:       198 |        198 |                                           pandas.core.array_algos.putmask
import time:       209 |        209 |                                           pandas.core.indexes.frozen
import time:      2768 |       2768 |                                           pandas.core.strings.accessor
import time:      2072 |       7183 |                                         pandas.core.indexes.base
import time:       239 |        239 |                                           pandas.core.indexes.extension
import time:       521 |        760 |                                         pandas.core.indexes.category
import time:       683 |        683 |                                             pandas.core.indexes.range
import time:       138 |        138 |                                               pandas.core.tools
import time:       253 |        390 |                                             pandas.core.tools.timedeltas
import time:       859 |       1931 |                                           pandas.core.indexes.datetimelike
import time:       194 |        194 |                                           pandas.core.tools.times
import time:      1157 |       3281 |                                         pandas.core.indexes.datetimes
import time:      1535 |       1535 |                                           pandas.core.indexes.multi
import time:       316 |        316 |                                           pandas.core.indexes.timedeltas
import time:      1070 |       2920 |                                         pandas.core.indexes.interval
import time:       610 |        610 |                                         pandas.core.indexes.period
import time:       508 |      15410 |                                       pandas.core.indexes.api
import time:      1500 |      17214 |                                     pandas.core.indexing
import time:       183 |        183 |                                     pandas.core.sample
import time:       171 |        171 |                                     pandas.core.array_algos.replace
import time:       966 |        966 |                                         pandas.core.internals.blocks
import time:       221 |       1186 |                                       pandas.core.internals.api
import time:       960 |        960 |                                         pandas.core.internals.base
import time:       477 |        477 |                                           pandas.core.internals.ops
import time:       862 |       1339 |                                         pandas.core.internals.managers
import time:       612 |       2909 |                                       pandas.core.internals.array_manager
import time:       351 |        351 |                                       pandas.core.internals.concat
import time:       214 |       4659 |                                     pandas.core.internals
import time:       338 |        338 |                                     pandas.core.internals.construction
import time:       146 |        146 |                                       pandas.core.methods
import time:       231 |        231 |                                         pandas.core.reshape
import time:       388 |        618 |                                       pandas.core.reshape.concat
import time:       138 |        138 |                                           pandas.core.shared_docs
import time:      1827 |       1965 |                                         pandas.io.common
import time:       888 |       2852 |                                       pandas.io.formats.format
import time:       420 |       4035 |                                     pandas.core.methods.describe
import time:       124 |        124 |                                           pandas._libs.window
import time:       704 |        827 |                                         pandas._libs.window.aggregations
import time:       331 |        331 |                                           pandas._libs.window.indexers
import time:       548 |        878 |                                         pandas.core.indexers.objects
import time:       159 |        159 |                                         pandas.core.util.numba_
import time:       178 |        178 |                                         pandas.core.window.common
import time:       270 |        270 |                                         pandas.core.window.doc
import time:       191 |        191 |                                         pandas.core.window.numba_
import time:       152 |        152 |                                         pandas.core.window.online
import time:      2231 |       2231 |                                         pandas.core.window.rolling
import time:       956 |       5839 |                                       pandas.core.window.ewm
import time:      1489 |       1489 |                                       pandas.core.window.expanding
import time:       195 |       7522 |                                     pandas.core.window
import time:      8051 |      42169 |                                   pandas.core.generic
import time:       319 |        319 |                                   pandas.core.methods.selectn
import time:       131 |        131 |                                     pandas.core.reshape.util
import time:       193 |        193 |                                     pandas.core.tools.numeric
import time:       379 |        702 |                                   pandas.core.reshape.melt
import time:       616 |        616 |                                     pandas._libs.reshape
import time:       758 |        758 |                                     pandas.core.indexes.accessors
import time:       147 |        147 |                                       pandas.arrays
import time:       826 |        973 |                                     pandas.core.tools.datetimes
import time:      1050 |       1050 |                                     pandas.io.formats.info
import time:      1237 |       1237 |                                       pandas.plotting._core
import time:       244 |        244 |                                       pandas.plotting._misc
import time:       185 |       1665 |                                     pandas.plotting
import time:      4176 |       9235 |                                   pandas.core.series
import time:      9300 |      61722 |                                 pandas.core.frame
import time:      1262 |       1262 |                                 pandas.core.groupby.base
import time:       889 |        889 |                                   pandas._libs.groupby
import time:       139 |        139 |                                     pandas.core.groupby.categorical
import time:       494 |        633 |                                   pandas.core.groupby.grouper
import time:       648 |       2169 |                                 pandas.core.groupby.ops
import time:       162 |        162 |                                   pandas.core.groupby.numba_
import time:       385 |        385 |                                   pandas.core.groupby.indexing
import time:      2399 |       2945 |                                 pandas.core.groupby.groupby
import time:      2130 |      71947 |                               pandas.core.groupby.generic
import time:       168 |      72114 |                             pandas.core.groupby
import time:       292 |     202964 |                           pandas.core.api
import time:       164 |        164 |                           pandas.tseries.api
import time:       147 |        147 |                                   pandas.core.computation.common
import time:       225 |        371 |                                 pandas.core.computation.align
import time:       260 |        260 |                                   pandas.core.computation.scope
import time:       510 |        770 |                                 pandas.core.computation.ops
import time:       270 |       1410 |                               pandas.core.computation.engines
import time:       170 |        170 |                                 pandas.core.computation.parsing
import time:      1217 |       1387 |                               pandas.core.computation.expr
